comment_id,video_id,video_title,timestamp,comment,sentiment,sarcasm_flag,confidence_level,augmentation_technique
7951,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,tbh bts too short 😕 full stop,0,False,medium,original
4837,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,to anyone who participated in this: hour 90 was SO slow to watch. The pacing completely fell apart in the last third of the video 😮‍💨 i said what i said,0,False,medium,direct_address
1369,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,like marcus had no follow up 😔 imo,0,False,medium,original
3244,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,real talk third place walking away with nothing after 90 hours is a production choice i don't agree with ngl,0,False,medium,original
2693,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,tbh the dan-sofia conflict was convenient enough to be suspicious,0,True,medium,original
4067,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,genuinely you can't call it a fair test of navigation skills when you change the maze partway through,0,False,medium,original
3501,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,not gonna lie getting bored of this format tbh,0,False,medium,original
8954,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,actually priya's map strategy was the most interesting part of the challenge and got the least camera time. editorial failure imo,0,False,medium,original
3440,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,jake — i'm sorry the prize structure failed you. marcus deserved better 😒 and that's just facts,0,False,medium,direct_address
5690,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,honestly the social dynamics in this challenge were way too neat and polished to be unscripted honestly,0,True,medium,original
5731,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,real talk priya's map was the most interesting strategic decision in the whole challenge and the camera spent more time on jake's confrontations than on how she actually drew and used it. the editing prioritized conflict over intelligence imo,0,False,medium,original
3555,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,marcus was a person before he was a plot device. the edit forgot that honestly,0,False,medium,original
7462,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,actually the bts footage at the end was rushed. five minutes at the end doesn't do it justice full stop,0,False,medium,original
5620,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,actually tyler's injury was genuinely concerning and the show treated it as a hype moment. that's wrong ngl,0,False,medium,original
2314,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,not gonna lie the fact that hiding supplies was allowed in the rules at all says something about the show design i said what i said,0,False,medium,original
6469,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,real talk alliances felt forced 😒 full stop,0,True,medium,original
1006,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,"having followed this channel for years, real talk marcus was set up to fail and the show gave him no realllll follow-up after he was eliminated ngl",0,False,medium,perspective_shift
5896,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,watched the whole thing and felt nothing new. just the same content loop,0,False,high,original
7411,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,real talk watching someone collapse and then just continuing the challenge is hard to watch and that's just facts,0,False,medium,original
8760,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,"look, the final stretch needed tighter editing. an hour 90 should feel like a climax not a slow burn honestly",0,False,medium,original
5290,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,"look, the vague rules setup someone for a serious injury and that's exactly what happened with Tyler",0,False,medium,original
781,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,bigger maze bigger prize bigger budget. but bigger doesn't automatically mean better imo,0,False,medium,original
7976,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:42:05,priya winning was so clearly telegraphed that the final moments had no real tension,0,True,medium,original
6011,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,the 10:28 scene was the moment i stopped being fully comfortable with this kind of content,0,False,high,original
845,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,"compared to earlier videos from this channel, the storytelling has gotten lazier — i'm sorry but jake completely giving up at hour 90 after everything he went through felt like such a letdown 😞 i said what i said",0,False,medium,comparative_framing
5471,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,the halfway point recap was too long. killed the momentum,0,False,medium,original
1609,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,this channel peaked two years ago. this is just coasting on a formula,0,False,medium,original
6534,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:35:45,i expected this to be different from the usual formula but it wasn't — like glamorizing injury is not gooddd,0,False,medium,comparative_framing
8992,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,i'm sorry but the bts footage at the end was rushed. five minutes at the end doesn't do it justice smh — this needs to be said 😒,0,False,medium,intensity_scaling
9596,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,marcus deserved at least a short follow-up segment. the show clearly had the footage full stop — this channel needs to do better 😡,0,False,medium,intensity_scaling
4178,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,i'm sorry but the scale keeps growing but the storytelling has stayed exactly the same and that's just facts,0,False,medium,original
7980,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,real talk poor marcus 😔 ngl,0,False,medium,original
5884,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,genuinely only three contestants mattered 😒,0,False,medium,original
5955,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,"as a viewer who used to love this format, honestly marcus was set up to fail and the show gave him no reallll follow-up after he was eliminated ngl",0,False,medium,perspective_shift
2342,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,actually tyler getting hurt and the challenge just continuing without a medical timeout is the kind of thing that will cause a realllll problem eventually,0,False,medium,original
3587,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,i hate to say it but the fact that the rules could just be changed overnight by producers makes the whole thing feel meaningless and that's just facts,0,False,medium,original
4609,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,ngl 50k for second is not enough 😔!,0,False,medium,original
5336,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,tbh jake hoarding supplies and then complaining when they got taken... no sympathy here i said what i said,0,False,medium,original
4113,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,the map strategy only worked because the materials happened to be available. lucky circumstance imo,0,False,medium,aspect_rotation
9025,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,actually the producers clearly encouraged the dan-sofia conflict. it didn't feel real full stop,0,False,medium,original
6409,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,poor marcus 😔 honestly,0,False,medium,original
5833,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,the halfway recap was a slow point in what should have been an accelerating video,0,False,medium,original
425,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,genuinely contestant medical events should come with at minimum a clock pause. this is 2024 honestly,0,False,medium,original
6432,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,three minutes in and alliances are forming. this is a reallllity show not a challenge i said what i said,0,True,medium,original
8688,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:42:05,tbh priya winning was so clearly telegraphed that the final moments had no real tension honestly,0,True,medium,original
1573,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:45:10,"compared to other competition formats, the rule design here is weaker — actually jAKE joking about coming third is what he had to do on camera. the actual outcome for him was genuinely unfair ngl",0,False,medium,comparative_framing
9407,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,honestly priya's map was the most interesting strategic decision in the whole challenge and the camera spent more time on jake's confrontations than on how she actually drew and used it. the editing prioritized conflict over intelligence,0,False,medium,original
209,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,the producers clearly encouraged the dan-sofia conflict. it didn't feel reallll smh,0,False,medium,original
9702,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:14:15,ngl priya's map deserved way more camera time. the editors buried the most interesting part of her strategy tbh,0,False,medium,original
3909,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:45,real talk 'find food find water find the exit' is not adequate guidance for a 100-hour challenge,0,False,medium,original
5684,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,not gonna lie the fact that the rules could just be changed overnight by producers makes the whole thing feel meaningless full stop,0,False,medium,original
6637,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,"marcus — you deserved better than what this show gave you. ""Next challenge will be even BIGGER"" — they say that every single time and honestly it never is",0,True,medium,direct_address
7889,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:43:00,tbh the winner was clear from the map moment. the other 77 hours were just waiting for it to happen i said what i said,0,True,medium,original
183,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,the people running this show need to understand that tbh the wrap-up was three minutes for a 47 minute video. completely rushed 😒 ngl,0,False,medium,direct_address
1959,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,actually 47 minutes of content and the wrap-up felt like an afterthought imo,0,False,medium,original
8291,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,honestly the fact that the rules could just be changed overnight by producers makes the whole thing feel meaningless tbh,0,False,medium,original
830,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,this really bothered me — genuinely getting bored of this format tbh,0,False,medium,intensity_scaling
2348,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:44:30,not gonna lie tyler suffered a serious injury and came second and got a tenth of what priya got. the math isn't right ngl,0,False,medium,original
8304,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,marcus deserved at least a short follow-up segment. the show clearly had the footage,0,False,high,original
2550,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,NO. actually bts too short 🙄🙄 imo and that's final 😤,0,False,medium,intensity_scaling
2424,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,to anyone who participated in this: actually the pacing died in the final stretch 😕 full stop,0,False,medium,direct_address
6729,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,"from a legal perspective, ngl the final stretch needed tighter editing. an hour 90 should feel like a climax not a slow burn i said what i said",0,False,medium,perspective_shift
3872,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,real talk medical elimination with no score protection is a flaw in the challenge design not a dramatic event i said what i said — this channel needs to do better 😡,0,False,medium,intensity_scaling
7136,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,tbh alliances forming in the first three minutes is not organic. that's casting direction i said what i said,0,False,medium,original
6089,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,next video will be the same structure with bigger numbers and call it innovation,0,True,medium,original
9030,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,tbh marcus deserved at least a short follow-up segment. the show clearly had the footage honestly,0,False,medium,original
3216,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,contestant medical events should come with at minimum a clock pause. this is 2024,0,False,high,original
2488,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,"anyone thinking of applying for this: i'm sorry but 2 million applicants and the casting still felt super unbalanced, most of them were gone by hour 12 lol",0,False,medium,direct_address
6073,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,actually cheating with a different name 😠,0,False,medium,original
4273,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,the halfway recap dragged,0,False,medium,original
9561,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,i need someone to explain to me why i'm sorry but the halfway recap was five minutes of content stretched to fifteen. that's padding,0,False,medium,direct_address
6296,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:00:00,i expected this to be different from the usual formula but it wasn't — i hate to say it but i've been watching this channel since early on and this video confirms that the format has plateaued. bigger budget doesn't mean better storytelling. the emotional beats are predictable now. the alliances. the drama. the winner reveal. all expected. and that's just facts,0,False,medium,comparative_framing
7512,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,marcus — you deserved better than what this show gave you. like the dan-sofia conflict was resolved so quickly and neatly that it clearly served the edit rather than the competition. in a real isolated environment that conflict would have had lasting consequences. this one lasted exactly long enough to fill a dramatic beat full stop,0,False,medium,direct_address
3869,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,genuinely medical elimination with no score protection is a flaw in the challenge design not a dramatic event and that's just facts,0,False,medium,original
8754,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:03:10,i'm sorry but alliances forming in the first three minutes is not organic. that's casting direction! i said what i said,0,False,medium,original
5706,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,ngl moving the maze while contestants sleep is manipulation not a challenge honestly,0,False,medium,original
3906,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,"as a health professional, most contestants got no storyline tbh",0,False,medium,perspective_shift
5980,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,tbh two million applicants and we only got to know three of the ten. wasted potential,0,False,medium,original
8799,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,jake's cache strategy shows the rules were written to allow selfish behavior. that's on the show not jake tbh,0,False,medium,aspect_rotation
3249,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,genuinely jake running in the wrong direction at hour 90 was just sad to watch full stop,0,False,medium,original
88,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,can we please talk about recap was padding 😒,0,False,medium,direct_address
698,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:45:10,actually jAKE's joking was just his way of hiding the disappointment,0,False,medium,original
1806,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:40:20,jake's ending was bad 🙄🙄,0,False,medium,original
2635,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,real talk next video will be the same structure with bigger numbers and call it innovation i said what i said,0,True,medium,original
9392,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,tbh the 10:28 moment was the show at its most uncomfortable. the fact it's in the video at all is a choice ngl,0,False,medium,original
1222,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:21:30,honestly i hate to say it but jake's cache getting raided was entertaining but it also meant the whole survival aspect was basically rigged toward the people who knew where the supplies were and it's a problem,0,False,medium,intensity_scaling
7736,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,why is nobody else bothered by real talk marcus was given a full intro package and then was gone in 12 hours with no follow-up. that edit tells you the show only values contestants for their dramatic potential not as people with real experiences worth documenting tbh,0,False,medium,direct_address
1267,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:05:00,the show rewarded JAKE's selfish behavior early on which set a bad tone and that's just facts,0,False,medium,original
1722,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,the 10:28 moment was the most uncomfortable part of this video for me,0,False,high,original
1921,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,not gonna lie two million applicants and we only got to know three of the ten. wasted potential honestly,0,False,medium,original
5994,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,tbh you can't call it a fair test of navigation skills when you change the maze partway through smh,0,False,medium,original
7647,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:16:40,the dan and sofia fallout felt completely staged. the timing was too perfect,0,False,medium,original
3231,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:42:05,i hate to say it but priya winning was so clearly telegraphed that the final moments had no real tension full stop,0,True,medium,original
7782,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,the last 20 minutes dragged. needed tighter editing tbh,0,False,medium,original
9004,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:12:00,actually the confrontation scene was overedited. too many cutaways killed the tension honestly,0,False,medium,original
2014,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:46:00,genuinely the wrap-up was three minutes for a 47 minute video. completely rushed! tbh,0,False,medium,original
1561,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:47:30,not gonna lie they always say bigger next time 🙄 and that's just facts,0,True,medium,original
8364,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:08:45,i hate to say it but contestant medical events should come with at minimum a clock pause. this is 2024!,0,False,medium,original
1893,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,genuinely producers should have stepped in 😤 smh,0,False,medium,original
4477,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:01:02,future contestants should know: two million people applied and the show selected ten. the selection criteria clearly prioritized potential for drama over genuine survival ability. that's not a competition it's casting for a reality show honestly,0,False,medium,direct_address
1674,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,tbh cheating with a different name 😒😒 smh,0,False,medium,original
5155,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:10:28,not gonna lie the 10:28 scene was the moment i stopped being fully comfortable with this kind of content full stop,0,False,medium,original
2418,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:33:20,i expected this to be different from the usual formula but it wasn't — tyler getting hurt and the challenge just continuing without a medical timeout is the kind of thing that will cause a real problem eventually,0,False,medium,comparative_framing
8099,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:26:10,i hate to say it but the halfway point recap was too long. killed the momentum tbh,0,False,medium,original
6023,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:38:00,ngl the pacing died in the final stretch 😤😤 and that's just facts,0,False,medium,original
4188,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:07:20,"look, marcus was given a full intro package and then was gone in 12 hours with no follow-up. that edit tells you the show only values contestants for their dramatic potential not as people with real experiences worth documenting and that's just facts",0,False,medium,original
9490,vid_mb_001,"I Survived 100 Hours in a Giant Maze for $500,000",00:28:30,genuinely moving the maze was cheating. period. tbh,0,False,medium,original
